Primacy Agency,PWS ID,PWS Name,Population Served,City Name,Compliance Period Begin Date,Compliance Period End Date
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Apr-2010,30-Jun-2010
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Jul-2010,30-Sep-2010
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Jan-2001,31-Dec-2001
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Jan-2005,31-Dec-2007
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Apr-2010,30-Jun-2010
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Jan-2010,31-Mar-2010
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Oct-2009,31-Dec-2009
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Jul-2009,30-Sep-2009
EPA Region 9,090400049,Dishchii Bikoh Community School - BIA Charter,622,White River,01-Jan-2004,31-Dec-2004
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2001,31-Dec-2001
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2008,31-Mar-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2007,31-Dec-2007
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2011,31-Mar-2011
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2011,31-Dec-2011
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2009,31-Mar-2009
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2009,30-Jun-2009
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2010,31-Mar-2010
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2010,30-Jun-2010
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2010,31-Dec-2010
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2010,31-Dec-2010
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2008,30-Sep-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2008,30-Jun-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2010,30-Sep-2010
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2012,30-Sep-2012
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2009,30-Sep-2009
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2008,31-Dec-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2007,30-Jun-2007
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2009,31-Dec-2009
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2011,30-Jun-2011
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2011,30-Sep-2011
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2008,31-Dec-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2010,30-Jun-2010
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Oct-2009,31-Dec-2009
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2009,30-Jun-2009
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Apr-2008,30-Jun-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2010,31-Mar-2010
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2011,31-Mar-2011
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2008,30-Sep-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jan-2008,31-Mar-2008
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2009,30-Sep-2009
EPA Region 9,090400054,BIA Keams Canyon,925,Keams Canyon,01-Jul-2010,30-Sep-2010
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jan-2008,31-Mar-2008
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Apr-2007,30-Jun-2007
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jul-2008,30-Sep-2008
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Oct-2007,31-Dec-2007
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Apr-2008,30-Jun-2008
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jan-2008,31-Mar-2008
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jul-2013,30-Sep-2013
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Apr-2019,30-Jun-2019
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Oct-2019,31-Dec-2019
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jan-2017,31-Mar-2017
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jan-2013,31-Mar-2013
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Oct-2016,31-Dec-2016
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jan-2019,31-Mar-2019
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Apr-2017,30-Jun-2017
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Apr-2013,30-Jun-2013
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jul-2019,30-Sep-2019
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Oct-2012,31-Dec-2012
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Apr-2016,30-Jun-2016
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jul-2013,30-Sep-2013
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jul-2018,30-Sep-2018
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jan-2020,31-Mar-2020
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Jul-2024,30-Sep-2024
EPA Region 9,090400057,Second Mesa Day School - BIA,366,Second Mesa,01-Apr-2024,30-Jun-2024
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jan-2008,31-Mar-2008
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jul-2007,30-Sep-2007
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Apr-2008,30-Jun-2008
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Oct-2007,31-Dec-2007
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Apr-2012,30-Jun-2012
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jan-2009,31-Mar-2009
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jul-2012,30-Sep-2012
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jul-2008,30-Sep-2008
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Apr-2009,30-Jun-2009
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Oct-2008,31-Dec-2008
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jul-2007,30-Sep-2007
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jan-2007,31-Mar-2007
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Apr-2007,30-Jun-2007
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jul-2008,30-Sep-2008
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Oct-2008,31-Dec-2008
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Jan-2004,31-Dec-2004
EPA Region 9,090400060,BIA San Carlos,"2,150",San Carlos,01-Apr-2012,30-Jun-2012
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jan-2008,31-Mar-2008
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Oct-2008,31-Dec-2008
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jan-2010,31-Mar-2010
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jul-2009,30-Sep-2009
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jan-2011,31-Mar-2011
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Oct-2010,31-Dec-2010
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2010,30-Jun-2010
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jan-2009,31-Mar-2009
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jul-2008,30-Sep-2008
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2009,30-Jun-2009
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jul-2007,30-Sep-2007
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2008,30-Jun-2008
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Oct-2007,31-Dec-2007
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2011,30-Jun-2011
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jul-2010,30-Sep-2010
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Oct-2009,31-Dec-2009
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2008,30-Jun-2008
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jan-2010,31-Mar-2010
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jul-2010,30-Sep-2010
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2009,30-Jun-2009
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jan-2004,31-Dec-2004
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2011,30-Jun-2011
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Apr-2016,30-Jun-2016
EPA Region 9,090400063,BIA Truxton Agency,16,Valentine,01-Jul-2014,30-Sep-2014
EPA Region 9,090400073,Cocopah East,280,Somerton,01-Jan-2011,31-Dec-2013
EPA Region 9,090400073,Cocopah East,280,Somerton,01-Jan-2008,31-Dec-2010
EPA Region 9,090400076,WMATUA Hondah-McNary,"2,988",Whiteriver,01-Jan-2004,31-Dec-2004
EPA Region 9,090400083,Sunrise Base Lodge,"2,346",Whiteriver,01-Jan-2001,31-Dec-2001
EPA Region 9,090400083,Sunrise Base Lodge,"2,346",Whiteriver,01-Jan-2008,31-Dec-2010
EPA Region 9,090400086,Hondah Casino,"2,196",Whiteriver,01-Jan-2004,31-Dec-2004
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Apr-2012,30-Jun-2012
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Jul-2022,30-Sep-2022
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Jan-2012,31-Mar-2012
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Jul-2012,30-Sep-2012
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Oct-2011,31-Dec-2011
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Jul-2011,30-Sep-2011
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Apr-2011,30-Jun-2011
EPA Region 9,090400088,Fort McDowell Community,"7,260",Fountain Hills,01-Jul-2019,30-Sep-2019
EPA Region 9,090400096,GRIC DPW Stotonic,"2,566",Sacaton,01-Jan-2011,31-Mar-2011
EPA Region 9,090400096,GRIC DPW Stotonic,"2,566",Sacaton,01-Oct-2010,31-Dec-2010
EPA Region 9,090400096,GRIC DPW Stotonic,"2,566",Sacaton,01-Oct-2009,31-Dec-2009
EPA Region 9,090400096,GRIC DPW Stotonic,"2,566",Sacaton,01-Jan-2010,31-Mar-2010
EPA Region 9,090400096,GRIC DPW Stotonic,"2,566",Sacaton,01-Apr-2010,30-Jun-2010
EPA Region 9,090400096,GRIC DPW Stotonic,"2,566",Sacaton,01-Jul-2010,30-Sep-2010
EPA Region 9,090400098,Ak-Chin Southern Dunes Golf Club,270,Maricopa,01-Apr-2024,30-Jun-2024
EPA Region 9,090400098,Ak-Chin Southern Dunes Golf Club,270,Maricopa,01-Jan-2024,31-Mar-2024
EPA Region 9,090400098,Ak-Chin Southern Dunes Golf Club,270,Maricopa,01-Jul-2024,30-Oct-2024
EPA Region 9,090400101,Grand Canyon West,"2,620",Peach Springs,01-Jan-2008,31-Dec-2010
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Apr-2012,30-Jun-2012
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jan-2012,31-Mar-2012
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Oct-2010,31-Dec-2010
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jul-2012,30-Sep-2012
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jul-2010,30-Sep-2010
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Oct-2013,31-Dec-2013
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jan-2015,31-Mar-2015
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Apr-2011,30-Jun-2011
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Oct-2023,31-Dec-2023
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Oct-2010,31-Dec-2010
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Apr-2013,30-Jun-2013
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Apr-2012,30-Jun-2012
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jul-2011,30-Sep-2011
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Apr-2022,30-Jun-2022
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Apr-2014,30-Jun-2014
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jul-2014,30-Sep-2014
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jul-2013,30-Sep-2013
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jan-2004,31-Dec-2004
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Oct-2014,31-Dec-2014
EPA Region 9,090400102,Havasupai Village,885,Supai,01-Jul-2021,30-Sep-2021
EPA Region 9,090400104,Upper Moenkopi,"1,740",Tuba City,01-Jan-2008,31-Dec-2010
EPA Region 9,090400104,Upper Moenkopi,"1,740",Tuba City,01-Oct-2012,31-Dec-2012
EPA Region 9,090400105,Kykotsmovi,"1,302",Kykotsmovi,01-Jan-2001,31-Dec-2001
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2008,31-Mar-2008
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2008,31-Dec-2008
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2010,31-Dec-2010
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2009,30-Jun-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2010,30-Jun-2010
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2010,31-Mar-2010
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2009,31-Mar-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2007,31-Dec-2007
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2008,30-Jun-2008
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2008,30-Sep-2008
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2009,31-Dec-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2010,30-Sep-2010
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2009,30-Sep-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2011,31-Mar-2011
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2023,31-Dec-2023
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2016,30-Sep-2016
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2012,31-Mar-2012
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2019,30-Jun-2019
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2021,31-Dec-2021
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2011,31-Dec-2011
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2017,31-Mar-2017
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2022,30-Sep-2022
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2020,30-Sep-2020
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2022,31-Mar-2022
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2017,30-Sep-2017
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2019,31-Mar-2019
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2018,31-Mar-2018
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2021,31-Mar-2021
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2011,30-Jun-2011
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2020,31-Mar-2020
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2014,30-Jun-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2021,30-Jun-2021
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2015,30-Jun-2015
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2012,30-Jun-2012
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2012,31-Dec-2012
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2016,31-Dec-2016
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2013,31-Mar-2013
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2020,30-Jun-2020
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2015,31-Dec-2015
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2017,30-Jun-2017
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2013,31-Dec-2013
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2023,30-Jun-2023
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2023,31-Mar-2023
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2012,30-Sep-2012
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2013,30-Jun-2013
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2016,31-Mar-2016
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2014,31-Mar-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2015,31-Mar-2015
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2013,30-Sep-2013
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2016,30-Jun-2016
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2018,31-Dec-2018
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2017,31-Dec-2017
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2023,30-Sep-2023
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2018,30-Sep-2018
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2014,31-Dec-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2014,30-Sep-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2022,31-Dec-2022
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2018,30-Jun-2018
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2015,30-Sep-2015
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2021,30-Sep-2021
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2022,30-Jun-2022
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2019,30-Sep-2019
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2020,31-Dec-2020
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2019,31-Dec-2019
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2011,30-Sep-2011
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2008,30-Jun-2008
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2004,31-Dec-2004
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2016,30-Sep-2016
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2016,31-Mar-2016
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2012,31-Mar-2012
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2009,31-Mar-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2009,30-Jun-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2012,31-Dec-2012
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2022,31-Dec-2022
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2015,31-Dec-2015
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2015,30-Jun-2015
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2013,30-Jun-2013
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2010,31-Mar-2010
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2014,30-Sep-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2022,30-Sep-2022
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2009,31-Dec-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Apr-2014,30-Jun-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2013,31-Dec-2013
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2013,31-Dec-2013
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2014,31-Mar-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2009,30-Sep-2009
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2015,31-Mar-2015
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2014,31-Dec-2014
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2008,30-Sep-2008
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jul-2010,30-Sep-2010
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Oct-2008,31-Dec-2008
EPA Region 9,090400106,Polacca,"4,108",Polacca,01-Jan-2008,31-Mar-2008
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2008,31-Dec-2008
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Apr-2008,30-Jun-2008
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2022,31-Mar-2022
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Apr-2011,30-Jun-2011
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2011,31-Dec-2011
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2012,31-Mar-2012
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2012,31-Dec-2012
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jul-2013,30-Sep-2013
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jul-2018,30-Sep-2018
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2014,31-Mar-2014
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2020,31-Mar-2020
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Apr-2014,30-Jun-2014
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jul-2015,30-Sep-2015
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2021,31-Mar-2021
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2011,31-Mar-2011
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jul-2022,30-Sep-2022
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Apr-2017,30-Jun-2017
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2013,31-Mar-2013
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2020,31-Dec-2020
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Apr-2009,30-Jun-2009
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2017,31-Mar-2017
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Apr-2015,30-Jun-2015
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2017,31-Dec-2017
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2018,31-Mar-2018
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2009,31-Mar-2009
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2015,31-Mar-2015
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2015,31-Dec-2015
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2013,31-Dec-2013
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Oct-2010,31-Dec-2010
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Apr-2020,30-Jun-2020
EPA Region 9,090400107,Sipaulovi (Lower Sipaulovi/Lower Mishongnovi),609,Second Mesa,01-Jan-2010,31-Mar-2010
