City Name,State,Population
MANHATTAN BEACH,California,104
AGOURA HILLS,California,200
BUELLTON,California,30
LOMPOC,California,59
BUELLTON,California,115
SANA BARBARA,California,550
NEW CUYAMA,California,700
LOS GATOS,California,168
MORGAN HILL,California,101
SARATOGA,California,104
MORGAN HILL,California,36
SUNNYVALE,California,156234
FELTON,California,54
IRVINE,California,1120
FELTON,California,1067
REDDING,California,87741
CALPINE,California,182
YREKA,California,40
WALNUT GROVE,California,125
FAIRFIELD,California,477
FORESTVILLE,California,250
PETALUMA,California,260
SANTA ROSA,California,300
SANTA ROSA,California,75
SANTA ROSA,California,26
FULTON,California,150
SAN FRANCISCO,California,66
GRATON,California,35
PETALUMA,California,228
SANTA ROSA,California,210
SANTA ROSA,California,188
PETALUMA,California,175
SANTA ROSA,California,95
SANTA ROSA,California,250
HEALDSBURG,California,154
HEALDSBURG,California,75
FAIRFIELD,California,66
SONOMA,California,200
PETALUMA,California,60
HEALDSBURG,California,50
OCCIDENTAL,California,300
SEBASTOPOL,California,31
PETALUMA,California,50
SONOMA,California,60
SONOMA,California,30
HEALDSBURG,California,72
SONOMA,California,50
SONOMA,California,300
SEBASTOPOL,California,35
SANTA ROSA,California,35
SONOMA,California,30
SONOMA,California,70
SANTA ROSA,California,47
SONOMA,California,50
SEBASTOPOL,California,7522
SONOMA,California,11725
ROHNERT PARK,California,43693
DUNCAN MILLS,California,3500
HUGHSON,California,50
MODESTO,California,55
MODESTO,California,650
BRENTWOOD,California,60
DENAIR,California,163
DENAIR,California,110
TRACY,California,25
MODESTO,California,50
MODESTO,California,40
CERES,California,186
HUGHSON,California,75
TURLOCK,California,35
SALIDA,California,100
TURLOCK,California,26
HUGHSON,California,7481
KEYES,California,5672
TURLOCK,California,72682
RANCHO CORDOVA,California,210
EAST NICOLAUS,California,185
MERIDIAN,California,100
LIVE OAK,California,120
PLEASANT GROVE,California,144
LIVE OAK,California,128
YUBA CITY,California,200
YUBA CITY,California,350
YUBA CITY,California,878
PLEASANT GROVE,California,95
LIVE OAK,California,9285
SUTTER,California,2904
GERBER,California,191
RED BLUFF,California,325
GERBER,California,145
RED BLUFF,California,131
LOS MOLINOS,California,1450
REDDING,California,701
SACRAMENTO,California,521
THREE RIVERS,California,80
SPRINGVILLE,California,408
TULARE,California,570
THREE RIVERS,California,384
KERNVILLE,California,330
REEDLEY,California,30
CORCORAN,California,25
TULARE,California,220
PIXLEY,California,2772
RICHGROVE,California,1617
ALPAUGH,California,871
TIBURON,California,200
SONORA,California,1168
OXNARD,California,429
OXNARD,California,50
THOUSAND OAKS,California,100
CLARKSBURG,California,50
CLARKSBURG,California,69
DUNNIGAN,California,140
WOODLAND,California,415
ZAMORA,California,312
WOODLAND,California,40
WINTERS,California,40
WOODLAND,California,1115
OAKDALE,California,50
HUDSON,Colorado,150
HENDERSON,Colorado,261
PINE,Colorado,232
SILVERTHORNE,Colorado,90
WATKINS,Colorado,175
BRIGHTON,Colorado,63
LAKEWOOD,Colorado,2500
WINDSOR,Colorado,160
ALAMOSA,Colorado,11271
ALAMOSA,Colorado,1453
SALIDA,Colorado,85
COLORADO SPRINGS,Colorado,160
DEER TRAIL,Colorado,1648
AURORA,Colorado,66130
AURORA,Colorado,150
STRASBURG,Colorado,40
AURORA,Colorado,175
STRASBURG,Colorado,26
WATKINS,Colorado,2487
PAGOSA SPRINGS,Colorado,158
PAGOSA SPRINGS,Colorado,11069
PAGOSA SPRINGS,Colorado,877
CAMPO,Colorado,150
TWO BUTTES,Colorado,64
VILAS,Colorado,137
WALSH,Colorado,650
HASTY,Colorado,244
MCCLAVE,Colorado,378
ALLENSPARK,Colorado,340
JAMESTOWN,Colorado,280
LAFAYETTE,Colorado,28700
COMMERCE CITY,Colorado,150
SUPERIOR,Colorado,17900
BUENA VISTA,Colorado,1700
BUENA VISTA,Colorado,480
KATY,Colorado,247
SALIDA,Colorado,90
SALIDA,Colorado,40
NATHROP,Colorado,69
CHEYENNE WELLS,Colorado,840
EMPIRE,Colorado,442
ANTONITO,Colorado,981
MANASSA,Colorado,976
SAN LUIS,Colorado,40
OLNEY SPRINGS,Colorado,399
PAONIA,Colorado,400
HOTCHKISS,Colorado,335
HOTCHKISS,Colorado,178
PAONIA,Colorado,2499
PAONIA,Colorado,295
HOTCHKISS,Colorado,36
CEDAREDGE,Colorado,2800
CASTLE ROCK,Colorado,325
CASTLE ROCK,Colorado,5656
PARKER,Colorado,12901
CASTLE ROCK,Colorado,238
LAKEWOOD,Colorado,215
PARKER,Colorado,15295
SEDALIA,Colorado,490
WOLCOTT,Colorado,257
EDWARDS,Colorado,291
EDWARDS,Colorado,896
AGATE,Colorado,152
HIGHLANDS RANCH,Colorado,200
ELBERT,Colorado,300
KIOWA,Colorado,910
ELIZABETH,Colorado,84
ELIZABETH,Colorado,350
COLORADO SPRINGS,Colorado,60
COLORADO SPRINGS,Colorado,29610
PEYTON,Colorado,60
FALCON,Colorado,67
COLORADO SPRINGS,Colorado,1050
HARTSEL,Colorado,900
COLORADO SPRINGS,Colorado,70
PEYTON,Colorado,12760
COLORADO SPRINGS,Colorado,0
FOUNTAIN,Colorado,1300
MONUMENT,Colorado,5740
COLORADO SPRINGS,Colorado,930
PEYTON,Colorado,56
RAMAH,Colorado,125
COLORADO SPRINGS,Colorado,200
COLORADO SPRINGS,Colorado,225
STOCKTON,Colorado,150
COLORADO SPRINGS,Colorado,6500
FALCON,Colorado,13888
MONUMENT,Colorado,17694
FLORENCE,Colorado,7500
CANON CITY,Colorado,4000
GLENWOOD SPRINGS,Colorado,1912
GLENWOOD SPRINGS,Colorado,25
RIFLE,Colorado,75
GLENWOOD SPRINGS,Colorado,180
PARACHUTE,Colorado,1320
CARBONDALE,Colorado,300
RIFLE,Colorado,9489
RIFLE,Colorado,287
SILT,Colorado,3536
GLENWOOD SPRINGS,Colorado,110
GLENWOOD SPRINGS,Colorado,93
GRAND LAKE,Colorado,428
FRASER,Colorado,75
WINTER PARK,Colorado,5400
GRANBY,Colorado,100
FORT COLLINS,Colorado,115
WINTER PARK,Colorado,6635
GUNNISON,Colorado,265
CRESTED BUTTE,Colorado,205
CRESTED BUTTE,Colorado,2000
CRESTED BUTTE,Colorado,368
GUNNISON,Colorado,55
WALSENBURG,Colorado,400
WALSENBURG,Colorado,138
WHEAT RIDGE,Colorado,350
GOLDEN,Colorado,400
EVERGREEN,Colorado,155
EVERGREEN,Colorado,958
LAKEWOOD,Colorado,350
LAKEWOOD,Colorado,250
AURORA,Colorado,140
MORRISON,Colorado,9887
LAKEWOOD,Colorado,480
SHERIDAN LAKE,Colorado,148
BETHUNE,Colorado,195
BURLINGTON,Colorado,3720
SEIBERT,Colorado,296
STRATTON,Colorado,960
VONA,Colorado,160
LEADVILLE,Colorado,7500
DURANGO,Colorado,750
BAYFIELD,Colorado,60
DURANGO,Colorado,200
DURANGO,Colorado,150
DURANGO,Colorado,84
DURANGO,Colorado,150
FARMINGTON,Colorado,30
DURANGO,Colorado,323
DURANGO,Colorado,120
BAYFIELD,Colorado,258
DURANGO,Colorado,750
CEDAREDGE,Colorado,93
IGNACIO,Colorado,41
LIVERMORE,Colorado,395
LOVELAND,Colorado,160
LOVELAND,Colorado,75
WELLINGTON,Colorado,11500
ESTES PARK,Colorado,3730
AGUILAR,Colorado,496
KIM,Colorado,116
TRINIDAD,Colorado,11400
HUGO,Colorado,885
FLEMING,Colorado,446
PEETZ,Colorado,295
STERLING,Colorado,15100
DEBEQUE,Colorado,911
GATEWAY,Colorado,370
PALISADE,Colorado,3060
CRAIG,Colorado,8930
MANCOS,Colorado,1300
MONTROSE,Colorado,90
NUCLA,Colorado,0
NATURITA,Colorado,585
NUCLA,Colorado,875
MONTROSE,Colorado,145
MONTROSE,Colorado,60
FORT MORGAN,Colorado,8116
WIGGINS,Colorado,140
LA JUNTA,Colorado,900
LA JUNTA,Colorado,70
ROCKY FORD,Colorado,498
MANZANOLA,Colorado,75
MANZANOLA,Colorado,497
ROCKY FORD,Colorado,96
ROCKY FORD,Colorado,90
RIDGWAY,Colorado,215
FAIRPLAY,Colorado,909
LITTLETON,Colorado,388
BUFFALO CREEK,Colorado,50
BAILEY,Colorado,300
HAXTUN,Colorado,963
PAOLI,Colorado,42
BASALT,Colorado,300
BASALT,Colorado,200
CARBONDALE,Colorado,33
CARBONDALE,Colorado,40
SNOWMASS,Colorado,322
SNOWMASS,Colorado,99
ASPEN,Colorado,41
CARBONDALE,Colorado,50
REDSTONE,Colorado,180
NORTHBROOK,Colorado,200
WOODY CREEK,Colorado,324
WOODY CREEK,Colorado,220
BRISTOL,Colorado,151
GRANADA,Colorado,515
LAMAR,Colorado,378
HARTMAN,Colorado,93
WILEY,Colorado,1500
AVONDALE,Colorado,1615
COLORADO CITY,Colorado,2755
PUEBLO WEST,Colorado,350
RYE,Colorado,745
MEEKER,Colorado,50
RANGELY,Colorado,2495
DEL NORTE,Colorado,1429
THORNTON,Colorado,30
THORNTON,Colorado,30
FORT SMITH,Colorado,80
CLARK,Colorado,100
STEAMBOAT SPRINGS,Colorado,16980
STEAMBOAT SPRINGS,Colorado,1450
STEAMBOAT SPRINGS,Colorado,200
STEAMBOAT SPRINGS,Colorado,248
CRESTONE,Colorado,293
CRESTONE,Colorado,2006
NATHROP,Colorado,580
DURANGO,Colorado,503
TELLURIDE,Colorado,96
REDVALE,Colorado,9700
NORWOOD,Colorado,1700
OPHIR,Colorado,193
PLACERVILLE,Colorado,25
SEDGWICK,Colorado,227
FRISCO,Colorado,159
FRISCO,Colorado,4495
COLORADO SPRINGS,Colorado,325
WOODLAND PARK,Colorado,106
FLORISSANT,Colorado,250
FLORISSANT,Colorado,76
DIVIDE,Colorado,74
DIVIDE,Colorado,679
CRIPPLE CREEK,Colorado,674
DIVIDE,Colorado,130
DIVIDE,Colorado,55
WOODLAND PARK,Colorado,600
AKRON,Colorado,2379
OTIS,Colorado,600
WHEAT RIDGE,Colorado,90
FORT LUPTON,Colorado,44
HUDSON,Colorado,3350
JOHNSTOWN,Colorado,24725
KEENESBURG,Colorado,4650
MILLIKEN,Colorado,9200
NEW RAYMER,Colorado,73
ECKLEY,Colorado,235
WRAY,Colorado,41
HOLYOKE,Colorado,132
WHEAT RIDGE,Colorado,44
ENGLEWOOD,Colorado,8140
PAGOSA SPRINGS,Colorado,40
DUMONT,Colorado,67
LA JARA,Colorado,700
CONEJOS,Colorado,84
ALAMOSA,Colorado,55
ANTONITO,Colorado,176
CRAWFORD,Colorado,60
CASTLE ROCK,Colorado,365
LARKSPUR,Colorado,221
DENVER,Colorado,170
FRANKTOWN,Colorado,125
PARKER,Colorado,364
PARKER,Colorado,95
CASTLE ROCK,Colorado,126
CARBONDALE,Colorado,150
PEYTON,Colorado,188
YODER,Colorado,318
PEYTON,Colorado,100
WINDSOR,Colorado,116
LAKEWOOD,Colorado,125
FALCON,Colorado,65
PEYTON,Colorado,265
FALCON,Colorado,400
FALCON,Colorado,4994
PEYTON,Colorado,420
PEYTON,Colorado,388
LAKEWOOD,Colorado,45
COTOPAXI,Colorado,294
COLORADO SPRINGS,Colorado,228
SAN FRANCISCO,Colorado,94
GRAND LAKE,Colorado,38
FRASER,Colorado,595
WHEAT RIDGE,Colorado,1800
BAYFIELD,Colorado,88
BAYFIELD,Colorado,209
RED FEATHER LAKES,Colorado,76
WINDSOR,Colorado,101
ESTES PARK,Colorado,26
WINDSOR,Colorado,55
FORT COLLINS,Colorado,88
RED FEATHER LAKES,Colorado,90
DENVER,Colorado,500
DINOSAUR,Colorado,55
RIDGWAY,Colorado,120
BAILEY,Colorado,480
FAIRPLAY,Colorado,122
GLENWOOD SPRINGS,Colorado,181
DENVER,Colorado,272
BEULAH,Colorado,66
SOUTH FORK,Colorado,566
WINDSOR,Colorado,426
SOUTH FORK,Colorado,265
OAK CREEK,Colorado,475
HAYDEN,Colorado,27
STEAMBOAT SPRINGS,Colorado,55
SILVERTHORNE,Colorado,312
FRISCO,Colorado,40
CASTLE ROCK,Colorado,34
OTIS,Colorado,149
ANTON,Colorado,165
WOODROW,Colorado,373
WINDSOR,Colorado,105
NEW RAYMER,Colorado,275
WINDSOR,Colorado,250
IDALIA,Colorado,452
YUMA,Colorado,38
YUMA,Colorado,35
PUEBLO,Colorado,36
ANDOVER,Connecticut,45
EAST HARTFORD,Connecticut,96
EAST HARTFORD,Connecticut,50
WILTON,Connecticut,60
BETHANY,Connecticut,200
BETHEL,Connecticut,30
BETHLEHEM,Connecticut,72
BOLTON,Connecticut,49
BOLTON,Connecticut,30
SHELTON,Connecticut,351756
BRIDGEWATER,Connecticut,51
BRISTOL,Connecticut,52079
SHELTON,Connecticut,132
BROOKFIELD,Connecticut,950
BROOKLYN,Connecticut,39
FALLS VILLAGE,Connecticut,150
FALLS VILLAGE,Connecticut,30
CANTON,Connecticut,615
CANTON,Connecticut,28
WEST HARTFORD,Connecticut,35
CHAPLIN,Connecticut,280
CLINTON,Connecticut,5030
COLEBROOK,Connecticut,170
COLUMBIA,Connecticut,27
SHELTON,Connecticut,98
CLINTON,Connecticut,501
COVENTRY,Connecticut,25
COVENTRY,Connecticut,558
CROMWELL,Connecticut,14316
DANBURY,Connecticut,35
DURHAM,Connecticut,38
AVON,Connecticut,360
SOUTH WINDSOR,Connecticut,208
EAST GRANBY,Connecticut,25
EAST HADDAM,Connecticut,89
CLINTON,Connecticut,265
MOODUS,Connecticut,154
EAST HADDAM,Connecticut,40
OLD LYME,Connecticut,30
EAST HAMPTON,Connecticut,540
EAST HAMPTON,Connecticut,31
EAST HAMPTON,Connecticut,37
EAST HAMPTON,Connecticut,177
EAST HAMPTON,Connecticut,328
EAST HAMPTON,Connecticut,25
CLINTON,Connecticut,98690
WETHERSFIELD,Connecticut,2385
MIDDLETOWN,Connecticut,30
GLASTONBURY,Connecticut,523
GRANBY,Connecticut,80
GREENWICH,Connecticut,800
GREENWICH,Connecticut,350
GREENWICH,Connecticut,250
GREENWICH,Connecticut,60
GREAT NECK,Connecticut,99
BRANFORD,Connecticut,564
CLINTON,Connecticut,33975
ROCKY HILL,Connecticut,38
HAMPTON,Connecticut,220
HARWINTON,Connecticut,74
EAST HARTFORD,Connecticut,96
KENT,Connecticut,220
PROVIDENCE,Connecticut,98
LEBANON,Connecticut,525
LEBANON,Connecticut,45
LEBANON,Connecticut,50
LEBANON,Connecticut,85
LITCHFIELD,Connecticut,107
NORTHFIELD,Connecticut,120
MADISON,Connecticut,55
WINDHAM,Connecticut,45
COLUMBIA,Connecticut,70
PROSPECT,Connecticut,75
ROCKFALL,Connecticut,100
MIDDLEFIELD,Connecticut,85
MIDDLETOWN,Connecticut,2800
MIDDLETOWN,Connecticut,140
BROOKFIELD,Connecticut,25
MONROE,Connecticut,38
OAKDALE,Connecticut,231
MORRIS,Connecticut,115
MORRIS,Connecticut,40
NAUGATUCK,Connecticut,84
SHELTON,Connecticut,629
NEW FAIRFIELD,Connecticut,1791
NEW FAIRFIELD,Connecticut,524
NEW FAIRFIELD,Connecticut,1425
SHELTON,Connecticut,406
WATERFORD,Connecticut,27620
SHELTON,Connecticut,265
NEW MILFORD,Connecticut,94
BERLIN,Connecticut,145
GRISWOLD,Connecticut,100
GALES FERRY,Connecticut,303
CLINTON,Connecticut,1068
PORTLAND,Connecticut,50
TORRINGTON,Connecticut,48
BRANFORD,Connecticut,100
OXFORD,Connecticut,34
DAYVILLE,Connecticut,27
LEBANON,Connecticut,46
SHELTON,Connecticut,18231
NORTON,Connecticut,66
POMFRET CENTER,Connecticut,151
POMFRET CENTER,Connecticut,48
PORTLAND,Connecticut,96
PUTNAM,Connecticut,7300
REDDING,Connecticut,115
REDDING,Connecticut,50
RIDGEFIELD,Connecticut,25
NIANTIC,Connecticut,32
SALEM,Connecticut,675
SALEM,Connecticut,60
BRONX,Connecticut,30
OLD SAYBROOK,Connecticut,60
BERLIN,Connecticut,75
TARIFFVILLE,Connecticut,1477
SOUTHBURY,Connecticut,40
MAHOPACK,Connecticut,32
SOUTHINGTON,Connecticut,43069
BALTIC,Connecticut,1058
UNCASVILLE,Connecticut,40
STAFFORD SPRINGS,Connecticut,250
STAFFORD,Connecticut,120
STAFFORD,Connecticut,150
SHELTON,Connecticut,10788
QUINEBAUG,Connecticut,205
TOLLAND,Connecticut,26
SHELTON,Connecticut,37915
BRONX,Connecticut,30
WASHINGTON,Connecticut,245
WESTON,Connecticut,100
WESTON,Connecticut,75
WESTON,Connecticut,291
WESTON,Connecticut,65
WILLIMANTIC,Connecticut,315
WOLCOTT,Connecticut,454
WOLCOTT,Connecticut,130
WOLCOTT,Connecticut,33
WOODBRIDGE,Connecticut,385
ROXBURY,Connecticut,40
SOUTHBURY,Connecticut,912
WATERTOWN,Connecticut,120
WOODSTOCK,Connecticut,620
EAST HARTFORD,Connecticut,110
WOODSTOCK,Connecticut,511
WOODSTOCK,Connecticut,36
FELTON,Delaware,1591
MARIANNA,Florida,50
GAINESVILLE,Florida,45
GAINESVILLE,Florida,35
MIDDLEBURG,Florida,114
GAINESVILLE,Florida,50
LAKE CITY,Florida,60
LAKE CITY,Florida,136
NEW PORT RICHEY,Florida,63
LILBURN,Florida,25
JACKSONVILLE,Florida,226
JACKSONVILLE,Florida,275
BIRMINGHAM,Florida,86
JACKSONVILLE,Florida,318
MAYO,Florida,120
WILLISTON,Florida,25
LEE,Florida,183
YULEE,Florida,25
CALLAHAN,Florida,120
YULEE,Florida,130
CALLAHAN,Florida,25
PALATKA,Florida,1001
PALATKA,Florida,300
ST. AUGUSTINE,Florida,88
PALATKA,Florida,32
PALATKA,Florida,50
IMMOKALEE,Florida,67
CRESCENT CITY,Florida,62
BRANFORD,Florida,95
MALABAR,Florida,60
VERO BEACH,Florida,90
TAMPA,Florida,93
CITRA,Florida,120
OCALA,Florida,25
SILVER SPRINGS,Florida,60
OCALA,Florida,485
GOODLETTSVILLE,Florida,25
COPPER CITY,Florida,116
APOPKA,Florida,69
OAK HILL,Florida,750
OAKLAND PARK,Florida,30
SOUTHWEST RANCHES,Florida,250
PEMBROKE PINES,Florida,70
SOUTHWEST RANCHES,Florida,25
MIAMI,Florida,1481
HOMESTEAD,Florida,75
HOMESTEAD,Florida,75
MIAMI,Florida,93
JUPITER,Florida,40
PALM CITY,Florida,30
BOYNTON BEACH,Florida,94
PALM BEACH GARDENS,Florida,97552
WEST PALM BEACH,Florida,825
WESTLAKE,Florida,4996
FORT PIERCE,Florida,642
FT. LAUDERDALE,Florida,35
FORT PIERCE,Florida,70
FT. PIERCE,Florida,88
NAPLES,Florida,1200
LEHIGH ACRES,Florida,50
NAPLES,Florida,50
MOORE HAVEN,Florida,450
NORTH FORT MYERS,Florida,200
CRYSTAL RIVER,Florida,450
TAMPA,Florida,90
TAMPA,Florida,50
WAUCHULA,Florida,200
BROOKSVILLE,Florida,73
SPRING HILL,Florida,25
BROOKSVILLE,Florida,45
EUSTIS,Florida,128
WINTER HAVEN,Florida,280
BRANDON,Florida,250
TAMPA,Florida,87
TAMPA,Florida,110
PLANT CITY,Florida,70
TAMPA,Florida,58
TAMPA,Florida,25
TAMPA,Florida,70
DOVER,Florida,63
PLANT CITY,Florida,128
PLANT CITY,Florida,40
MULBERRY,Florida,54
SYDNEY,Florida,100
WIMAUMA,Florida,400
LITHIA,Florida,36
DOVER,Florida,65
PLANT CITY,Florida,125
LUTZ,Florida,30
MYAKKA CITY,Florida,80
BRADENTON,Florida,50
BEVERLY HILLS,Florida,200
NEW PORT RICHEY,Florida,886
ST. LEO,Florida,99
LAKE ALFRED,Florida,63
DOVER,Florida,80
LAKELAND,Florida,40
DAVENPORT,Florida,200
MULBERRY,Florida,45
WINTER PARK,Florida,108
LAKE WALES,Florida,63
FT MEADE,Florida,100
TAMPA,Florida,90
BARTOW,Florida,70
MULBERRY,Florida,40
LUTZ,Florida,25
STATHAM,Georgia,3986
KINGSTON,Georgia,1263
ALPHARETTA,Georgia,89
NAHUNTA,Georgia,1315
QUITMAN,Georgia,130
LAKE PARK,Georgia,121
SAVANNAH,Georgia,140
RICHMOND HILL,Georgia,268
STATESBORO,Georgia,49
BROOKLET,Georgia,50
STATESBORO,Georgia,216
SAVANNAH,Georgia,164
STATESBORO,Georgia,296
STATESBORO,Georgia,81
STATESBORO,Georgia,62
MIDVILLE,Georgia,776
SARDIS,Georgia,1053
ST. MARYS,Georgia,19408
METTER,Georgia,73
VILLA RICA,Georgia,15667
TOWN OF THUNDERBOLT,Georgia,2668
ATLANTA,Georgia,94
SAVANNAH,Georgia,11799
ATHENS,Georgia,78
ALBANY,Georgia,260
JACKSON,Georgia,75
ARGYLE,Georgia,173
BROXTON,Georgia,1353
DOUGLAS,Georgia,187
SALEM,Georgia,239
BROXTON,Georgia,60
DOUGLAS,Georgia,185
MOULTRIE,Georgia,17067
SAVANNAH,Georgia,451
MOULTRIE,Georgia,110
MOULTRIE,Georgia,50
LENOX,Georgia,1083
CORDELE,Georgia,59
ATTAPULGUS,Georgia,750
BAINBRIDGE,Georgia,15125
DOUGLASVILLE,Georgia,68
STATENVILLE,Georgia,972
LAKE PARK,Georgia,54
CINCINNATI,Georgia,308
CINCINNATI,Georgia,260
POOLER,Georgia,32
STATESBORO,Georgia,340
SAVANNAH,Georgia,83
SAVANNAH,Georgia,36
SPRINGFIELD,Georgia,195
SPRINGFIELD,Georgia,26
SPRINGFIELD,Georgia,78
ELBERTON,Georgia,54
LYONS,Georgia,350
STILLMORE,Georgia,520
SWAINSBORO,Georgia,9183
TWIN CITY,Georgia,124
NUNEZ,Georgia,205
CLAXTON,Georgia,3840
CLAXTON,Georgia,88
BLAIRSVILLE,Georgia,135
CARNESVILLE,Georgia,5691
ELLIJAY,Georgia,148
MITCHELL,Georgia,285
EDGEHILL,Georgia,38
BRUNSWICK,Georgia,40127
RICHMOND,Georgia,247
ATLANTA,Georgia,101
ATLANTA,Georgia,104
PINEVILLE,Georgia,119
CAIRO,Georgia,9637
THOMASVILLE,Georgia,297
NORCROSS,Georgia,800
CORNELIA,Georgia,62
MURRAYVILLE,Georgia,284
EATONTON,Georgia,681
EATONTON,Georgia,1120
WAVERLY HALL,Georgia,746
PINE MOUNTAIN,Georgia,2685
INDIALANTIC,Georgia,63
ROOPVILLE,Georgia,1000
LOCUST GROVE,Georgia,572
ATHENS,Georgia,49
SHADY DALE,Georgia,393
MILLEN,Georgia,6569
GRAY,Georgia,9551
VALDOSTA,Georgia,302
DUBLIN,Georgia,60
RENTZ,Georgia,40
DUBLIN,Georgia,300
DUDLEY,Georgia,97
MIDWAY,Georgia,62
MIDWAY,Georgia,60
DIAMOND SPRINGS,Georgia,213
LUDOWICI,Georgia,95
MIDWAY,Georgia,45
LUDOWICI,Georgia,64
MIDWAY,Georgia,31
TOWNSEND,Georgia,101
MIDWAY,Georgia,50
MIDWAY,Georgia,52
SAVANNAH,Georgia,234
SAVANNAH,Georgia,621
VALDOSTA,Georgia,169
VALDOSTA,Georgia,54
DAHLONEGA,Georgia,7500
BLAIRSVILLE,Georgia,32
TOWNSEND,Georgia,283
MARSHALLVILLE,Georgia,146
COMER,Georgia,43
BUENA VISTA,Georgia,5705
CAMILLA,Georgia,2050
FORSYTH,Georgia,2903
MT. VERNON,Georgia,3973
BYRON,Georgia,90
PATTERSON,Georgia,905
EATONTON,Georgia,2193
EATONTON,Georgia,65
EATONTON,Georgia,3189
RABUN GAP,Georgia,615
SHELLMAN,Georgia,1156
COYNERS,Georgia,655
SPARTANBURG,Georgia,375
CINCINNATI,Georgia,303
ALPHARETTA,Georgia,162
AMERICUS,Georgia,84
AMERICUS,Georgia,70
AMERICUS,Georgia,38
AMERICUS,Georgia,149
AMERICUS,Georgia,89
REIDSVILLE,Georgia,1588
MEIGS,Georgia,1096
VERNON,Georgia,31
THOMASVILLE,Georgia,65
SAVANNAH,Georgia,39
MIDWAY,Georgia,78
VIDALIA,Georgia,52
BROOKS,Georgia,85
ASHBURN,Georgia,4982
JEFFERSONVILLE,Georgia,1988
MANOR,Georgia,611
WAYCROSS,Georgia,15987
WAYCROSS,Georgia,1700
HARRISON,Georgia,500
JESUP,Georgia,52
MANGILAO,Guam,12570
HONOLULU,Hawaii,631389
WAUKON,Iowa,49
POSTVILLE,Iowa,550
CENTERVILLE,Iowa,32000
EXIRA,Iowa,764
KIMBALLTON,Iowa,287
VAN HORNE,Iowa,779
WALFORD,Iowa,413
BELLE PLAINE,Iowa,28
WATERLOO,Iowa,388
LAPORTE CITY,Iowa,2284
JANESVILLE,Iowa,1034
INDEPENDENCE,Iowa,60
MARATHON,Iowa,230
NEWELL,Iowa,209
WATERLOO,Iowa,1254
NEW HARTFORD,Iowa,570
PARKERSBURG,Iowa,2019
SOMERS,Iowa,128
FORT DODGE,Iowa,119
MASSENA,Iowa,364
WEST LIBERTY,Iowa,395
MECHANICSVILLE,Iowa,1039
DURANT,Iowa,134
WEST BRANCH,Iowa,100
MASON CITY,Iowa,66
CLEAR LAKE,Iowa,352
SWALEDALE,Iowa,144
BELMOND,Iowa,400
AURELIA,Iowa,968
STORM LAKE,Iowa,240
NASHUA,Iowa,1551
NEW HAMPTON,Iowa,48
ST. OLAF,Iowa,27
CLAYTON,Iowa,45
ELKADER,Iowa,1209
WAUKON,Iowa,130
MONONA,Iowa,1471
LOWDEN,Iowa,150
CAMANCHE,Iowa,4570
CENTER JUNCTION,Iowa,434
ADEL,Iowa,6453
ADEL,Iowa,960
REDFIELD,Iowa,744
ANKENY,Iowa,215
WOODWARD,Iowa,1346
BOUTON,Iowa,3465
OELWEIN,Iowa,142
EARLVILLE,Iowa,60
RYAN,Iowa,350
PEOSTA,Iowa,68
DUBUQUE,Iowa,76
DUBUQUE,Iowa,52
DUBUQUE,Iowa,70
DUBUQUE,Iowa,64
DUBUQUE,Iowa,38
DUBUQUE,Iowa,236
PEOSTA,Iowa,100
WORTHINGTON,Iowa,382
WHITTEMORE,Iowa,875
CLERMONT,Iowa,586
HAWKEYE,Iowa,438
MAYNARD,Iowa,476
HAMBURG,Iowa,890
CHURDAN,Iowa,375
SCRANTON,Iowa,504
PANORA,Iowa,1091
YALE,Iowa,267
ELLSWORTH,Iowa,514
STANHOPE,Iowa,364
STRATFORD,Iowa,707
WEBSTER CITY,Iowa,7825
BRITT,Iowa,110
CORWITH,Iowa,266
GARNER,Iowa,3065
GOODELL,Iowa,140
KANAWHA,Iowa,658
WODEN,Iowa,188
ALDEN,Iowa,763
HUBBARD,Iowa,860
MISSOURI VALLEY,Iowa,190
LITTLE SIOUX,Iowa,166
CHESTER,Iowa,48
BODE,Iowa,304
LIVERMORE,Iowa,383
BATTLE CREEK,Iowa,700
OXFORD,Iowa,229
MARENGO,Iowa,2435
MONMOUTH,Iowa,129
BAXTER,Iowa,1002
IOWA CITY,Iowa,80
TIPTON,Iowa,340
SOLON,Iowa,55
SOLON,Iowa,300
OXFORD,Iowa,84
IOWA CITY,Iowa,85
IOWA CITY,Iowa,59
TIPTON,Iowa,400
OXFORD,Iowa,48
TIFFIN,Iowa,1300
IOWA CITY,Iowa,155
TIFFIN,Iowa,915
NORTH LIBERTY,Iowa,20491
TIPTON,Iowa,1300
OXFORD,Iowa,722
WALFORD,Iowa,108
SOLON,Iowa,155
TIPTON,Iowa,43
SOLON,Iowa,25
OXFORD,Iowa,25
TIFFIN,Iowa,4512
ANAMOSA,Iowa,1230
WYOMING,Iowa,100
MONTICELLO,Iowa,4040
MONTICELLO,Iowa,157
MORLEY,Iowa,98
WYOMING,Iowa,651
SIGOURNEY,Iowa,60
HUMBOLDT,Iowa,60
LAKOTA,Iowa,267
WHITTEMORE,Iowa,121
LU VERNE,Iowa,258
DONNELLSON,Iowa,885
ALBURNETT,Iowa,675
CEDAR RAPIDS,Iowa,72
CENTRAL CITY,Iowa,1264
